date,venue,title,category,start_time,end_time,price_text,event_url,instagram_url,is_museum,museum_name,notes,source
2026-03-28,Moth Belly Gallery,"Magic Latitudes, A Duo Show with Joey Cassini & Sinsentido",Exhibition,,,,https://www.mothbelly.org/magiclatitudes,false,Moth Belly
